sample_order,dataset_id,series_id,series_type,source_order,selection_rank_within_type,selection_digest,length,missing_count,nonfinite_count,zero_count,negative_count,iqr,standard_deviation,mean_squared_first_difference
431,weather_daily,T2575,solar,2575,17,05603dce8058894d8ab73c6c8eef8c8b21ecfc054661889dddf420c1e8857c83,10828,0,0,0,0,11.3,7.103623592180382,29.417248394045068
432,weather_daily,T2576,solar,2576,126,2901ab7892a5fe6140b12c5e36f7de860aeae1bc77ff37291d3cfa85af688bd1,10828,0,0,0,0,14.5,8.621979865717295,39.4837489590684
433,weather_daily,T2578,solar,2578,125,289acfbf1899f85ef21b1cb134f9a1a90474877a316a43c69e5c11fd3334bd89,10828,0,0,0,0,11.5,8.396401102811016,49.21276220339049
434,weather_daily,T2592,solar,2592,98,21745f92790df257bb934aec923d2a4c8c4546c8964d05b45e16df20d07f1059,10828,0,0,0,0,10.7,6.983488469442071,30.94431569477796
435,weather_daily,T2609,solar,2609,69,1828847695c7f105227add145364e3bdd7fa6ce2cb823bb996de7aa8b9f83513,10828,0,0,0,0,13.4,8.356342910094101,41.10140680117112
436,weather_daily,T2612,solar,2612,118,26fce6884121fcd9320b61aaccb2e703a68f42171877241c82b4505da2254cf9,10828,0,0,0,0,14.000000000000002,8.612384702100313,40.154037807201576
437,weather_daily,T2618,solar,2618,75,18ad8c17cd2487dbaa3e17391dfaae325260912e9efce9e10aa38cee93b9dfdd,10828,0,0,0,0,14.6,8.899948395486376,42.65265437356388
438,weather_daily,T2619,solar,2619,43,0e911bef653302e2acafe8614e3e94e9a4d6cf8b08980128f76a2ae192201657,10828,0,0,0,0,10.4,6.971003980382316,36.205550745924675
439,weather_daily,T2631,solar,2631,101,233142c140581cbdddfe3897be28bc39f2b2bdd6eccdb177fc51f788cb9e6c34,10828,0,0,0,0,14.3,8.649896730051026,40.26624851095336
440,weather_daily,T2636,solar,2636,15,03431dfc3d66c5055bd06685e8ba00df56e88f1e7917e3655bec7333f3198c79,10828,0,0,0,0,10.4,7.0268167747085615,37.145130119794246
441,weather_daily,T2638,solar,2638,53,13a3dc5663e88240e3fbd35262ef5c10e0926c998cdb467d08510468baeff787,10828,0,0,0,0,14.5,8.59814898063542,39.47366657213309
442,weather_daily,T2639,solar,2639,5,00a7e87ae78555a4ac5520b6057e85ec6e93f33e66b6d620af667a31ae6e5f76,4619,0,0,0,0,10.499999999999998,6.895832514955073,34.361770781306504
443,weather_daily,T2651,solar,2651,87,1d6241c61c125ed6c2da49f0fbd1f3b0363a6e7d206bb6fefd86446310d4cca4,10828,0,0,0,0,10.7,7.1334537882734415,36.94970634846565
444,weather_daily,T2653,solar,2653,64,1769d5745eb086e14cdf65f88bbbb327246e48cb259887341e39542af3f315fb,5715,0,0,0,0,8.899999999999999,6.614473873684069,34.130501086384164
445,weather_daily,T2656,solar,2656,56,13fce53292e49e92ee9ea72dcfb8d2c2d5670d5df6f81f08013ef6c5af89d4e1,10828,0,0,0,0,10.225,7.039390943103661,37.57628842524754
446,weather_daily,T2660,solar,2660,37,0bd5654cde5d5773c4e3b8c557f2e7876d372dae603a3f7e02a5430f24f4a040,10828,0,0,0,0,9.999999999999998,6.925790849450509,36.4975597622624
447,weather_daily,T2667,solar,2667,128,2a1d797617f22ac8288ef74e552cf310bb68483c4435b68b8942e7c718111bac,10828,0,0,0,0,13.3,8.130009711554415,37.2422669356511
448,weather_daily,T2669,solar,2669,68,17bf46b83b779d2157b9b292c1e4295ce433e4968ed8a2185c97da8a2e9230ad,3523,0,0,0,0,10.7,6.512403417417028,20.652262750421112
449,weather_daily,T2681,solar,2681,130,2b33b415f4df48f034f937f901e930c39cad8138f8b53793cb59bee52fcd681b,10828,0,0,0,0,11.4,6.896931512541769,25.985554803693535
450,weather_daily,T2704,solar,2704,120,27ac45985daa83a56031295046e70b5df7bc1c7911e020a41981ecf685d236c8,10828,0,0,0,0,9.900000000000002,6.358050021985195,24.84000297959645
451,weather_daily,T2716,solar,2716,99,2205347fc5d89b77acf92b9d01d315d5a82b036f91b92924d23bcbd0152bab53,4619,0,0,0,0,9.3,6.296206069317209,23.078162461212266
452,weather_daily,T2724,solar,2724,58,14308f70c34a2a99a567815cbf3da4ca3f9fd219ffdb2c8356874c8f20c6b196,10828,0,0,0,0,9.325,6.4492481143836615,28.050494259042303
453,weather_daily,T2730,solar,2730,2,0021c56b206495edb69d6bf5d6da5e43774a4ae6535c98ca0b021b26818a42ca,10828,0,0,0,0,8.799999999999997,6.165182564133354,24.843212042823897
454,weather_daily,T2732,solar,2732,71,1852eb4678fed63d2910a19d817cea54f94fd3958dea1e2b4fb57779e9cd19f6,10828,0,0,0,0,13.2,7.78615368977971,33.470666257892724
455,weather_daily,T2735,solar,2735,93,1efb14b38ae9e6e5bf1ac3e83ee674b58a28c6cbcf732416231e59297041625c,4619,0,0,0,0,13.5,7.881041695731261,31.88961840445394
456,weather_daily,T2740,solar,2740,38,0bd6371249563c440a04ed198d0d336fc9183e7b238f22c52a493a5be4d7f1f3,10828,0,0,0,0,9.0,5.7876154848862,19.433301568799333
457,weather_daily,T2741,solar,2741,7,01915aba70cb2792a2bdf87b01e910d82d1a3bec5fc96f7f31157465ea5325da,4619,0,0,0,0,8.5,6.160705578006602,24.500808784250612
458,weather_daily,T2758,solar,2758,33,0ad93c4448e26b3ad8963a64c56041fa88296ee43d80b28975812edcff011a2f,10828,0,0,0,0,8.8,5.77025996026369,20.078928125732578
459,weather_daily,T2764,solar,2764,77,18f0bf040d08ce9325b942b6bc3acb0b7da9fdca350b628e9896da66ae6a77b0,10828,0,0,0,0,8.0,5.844808014845103,22.467854835079475
460,weather_daily,T2769,solar,2769,32,0a83887e348990f716be86595cc030a372d30685ff04698fcf5334b2afeec528,10828,0,0,0,0,8.399999999999999,6.2573582547008435,27.888015528407205
461,weather_daily,T2772,solar,2772,73,185b66b18dbe43ce3fa03b427f592a3758a958235ce7556bf658d24e41140edc,4619,0,0,0,0,10.4,6.878373321847849,28.54380518955125
462,weather_daily,T2776,solar,2776,91,1e165b7f74e427627e01585999d35f1afc88aa05316af1d00bb6e3a7ba97de15,10828,0,0,0,0,12.0,7.552808351772623,37.74075087564064
463,weather_daily,T2780,solar,2780,63,17550af6dbb0e941b6f204c2178212165ef50f4a0a7bda16c42627ad20233499,10828,0,0,0,0,7.100000000000001,4.935501249496986,15.366222633708611
464,weather_daily,T2784,solar,2784,26,080f71a33948c62cbdf44452cd99e43d8aec1dbcdf069ca06c0d6e2a8e923893,10828,0,0,0,0,10.6,6.7197509786141065,24.87627255338171
465,weather_daily,T2792,solar,2792,30,0a6289e51b808c23af95e3ab5f06d419e99f48e90fbac3bb90ee240694dec70e,4619,0,0,0,0,7.899999999999999,5.689417885075737,25.414748099877
466,weather_daily,T2796,solar,2796,34,0b180f75729832309770541e23350b8a2352d8afdc7592155fb44dc68b56654f,10828,0,0,0,0,6.899999999999999,5.189394366166738,21.22651980351115
467,weather_daily,T2802,solar,2802,50,12d9cf0940b4b15f0a9ef77a566f0215f58c3a1194c6883988b7431ad2b9eac7,10828,0,0,0,0,6.100000000000001,4.683807682763513,15.373971142825107
468,weather_daily,T2807,solar,2807,22,0680e63d3fe2a040249edfb556789f852e0767c325b1a37aeeaa28e6a2bfb3dd,10828,0,0,0,0,7.399999999999999,4.980589300607908,16.699089478330446
469,weather_daily,T2811,solar,2811,79,196daedd37a463802f29efe7a4b265264ea3ca07bc12a09a438e4a135fd6be5a,3523,0,0,0,0,5.800000000000001,5.335447140411414,24.600597981482593
470,weather_daily,T2814,solar,2814,109,2461db51cf18d16c8eaa84f9f64ebfaeeeb201e2cc9bd57b630100f896089863,10828,0,0,0,0,6.0,4.986171234283057,17.071311158962093
471,weather_daily,T2828,solar,2828,44,0ef9d1696998fd6aa77304f3103a2c4b90a70955a366484c4f884be4ffd79fde,10828,0,0,0,0,13.3,8.007457897954739,33.13572975778118
472,weather_daily,T2833,solar,2833,16,055d3ca7ff8783a4237376cb73185f52f449a6abbd3d4e0310794282c58b960f,10828,0,0,0,0,12.4,7.561747747880953,30.15664083995068
473,weather_daily,T2845,solar,2845,89,1d82d48ef9d59f512ab2f85c45d7754adef350f6074767a5c755d9b356f8f0f8,10828,0,0,0,0,12.7,7.619094305583479,28.44616009747886
474,weather_daily,T2850,solar,2850,48,10f488c32bb57cf2d25e31da59b5a34a90c9e0f2cb03d9387dbb9cf43fd1f9de,10828,0,0,0,0,13.8,8.142885555125723,30.39438807730211
475,weather_daily,T2852,solar,2852,90,1de203c82cd745e5b6890baab4f534857e59c7b641e70c9e19d5a3384e45d97a,10828,0,0,0,0,13.2,8.101566511003425,32.53776048756623
476,weather_daily,T2855,solar,2855,108,24607aae3b1bcc90a77d08931c38e3a9952e9a4f8da4e84169c073073df35378,10828,0,0,0,0,13.6,7.984370976049533,28.119858994302923
477,weather_daily,T2860,solar,2860,41,0e7967c58bbddbb370f33e9a5760c96932b7f5ff3c2919a918d5e56e4e3ea14c,1697,0,0,0,0,5.799999999999997,3.9702923103713945,10.442733953541689
478,weather_daily,T2868,solar,2868,14,02ee601c8fcfbcca5465458c5563b7f342c1490e25efa863d9999e565fda200a,10828,0,0,0,0,12.4,7.470655126111049,26.368887029326007
479,weather_daily,T2870,solar,2870,122,281c638f4c5a3cf8b1fc590fc2ddfe1870c01752a8975c005470278525ee522f,10828,0,0,0,0,13.9,7.995140443589224,26.91966246743061
480,weather_daily,T2877,solar,2877,10,0212a7a680271f14917c78fdab510d1596432389b3ed1327381d86eed131c523,10828,0,0,0,0,14.1,8.265247442332612,28.67921478794771
481,weather_daily,T2880,solar,2880,83,1b5aaccb5af34dfae50b1cd0975d1902a1d73fa08798e51458b8bfb1d1f98ebd,4619,0,0,0,0,5.5,5.393695373078806,20.58928830541804
482,weather_daily,T2883,solar,2883,94,1f0ba6567bf329744fab39add0782abb9ddb0cba2fca1df487e23007ca15cd68,10828,0,0,0,0,14.325,8.333672653656643,28.089802818349018
483,weather_daily,T2885,solar,2885,74,188901f1c0ee89264a97e58450fd6a8d4414b16caa3ebd1bc1fdbb22e829165e,10828,0,0,0,0,5.300000000000001,4.9363402435441355,18.36801637941603
484,weather_daily,T2886,solar,2886,21,066d6def6f8cc3498ebae8ded5bfdd152cd580a65a32caed8044246f6a0e7d67,10828,0,0,0,0,14.3,8.287296688587743,27.23981582306193
485,weather_daily,T2888,solar,2888,110,2492e842819548c7e666b616192880f582ef9539314b47c0513e95ccb108aad6,10828,0,0,0,0,14.1,8.210359070768963,26.359212839705563
486,weather_daily,T2889,solar,2889,111,249891d78980c7eb55b24f5d11619e346220080e6ad88852331fede98ec588b5,4619,0,0,0,0,6.300000000000001,5.778041671058728,24.769047328363328
487,weather_daily,T2900,solar,2900,60,1511bb2bdbc073acbf3fe0f9887865afb61b3c80228b9d71b3df167eb13bd638,10828,0,0,0,0,12.5,8.182130942466225,36.83153505269293
488,weather_daily,T2905,solar,2905,88,1d6d6257384f9684a32210b785d0c09fd5b698173e0bbfbc378669dfb2b6ae36,10828,0,0,0,0,14.400000000000002,8.535182362290696,29.975791283910937
489,weather_daily,T2929,solar,2929,39,0d640e82a92c3eeb0fbe4316a73a0bd0f79769a12dd517ef47202b6402302743,10828,0,0,0,0,14.599999999999998,8.458328333640665,29.309582964799876
490,weather_daily,T2946,solar,2946,121,27b5169df8e7cc1274f58ae34abcd209577981b4394ab5477c95a33d8539b5eb,10828,0,0,0,0,5.299999999999997,4.429723859184422,16.004915763788514
491,weather_daily,T2950,solar,2950,1,0011ee8515003999439ae4425243fe9857e2d43748687731ccca2ea7dcbb3afb,10828,0,0,0,0,14.5,8.294119654339841,27.122310474333027
492,weather_daily,T2952,solar,2952,117,2694c575cbc5f5076d9ea89db249e2634d38ded6e86c036200cac7901ce1e2f3,4619,0,0,0,0,4.799999999999997,5.005753080505199,24.26829917561376
493,weather_daily,T2962,solar,2962,78,1934bbb2b8a8e68f01c72ed08e1442f67d91dd04bcf17264a51b29138934c0eb,4619,0,0,0,0,4.699999999999999,4.946286435975997,17.217501513372127
494,weather_daily,T2966,solar,2966,70,184822ff847af350d256bb4f5c107e44d78084f8c219f0ad0c9607d3180a43d5,10828,0,0,0,0,12.2,7.29077606132409,21.701330635496344
495,weather_daily,T2978,solar,2978,13,02a30b9a7a73edc416d467dcc04305423318ad414ee5f637f1482b22c524cf93,4619,0,0,0,0,4.800000000000001,5.018564902786355,22.929035375799295
496,weather_daily,T2989,solar,2989,45,0f4fca0b18ed15b90fdafb5b4880b0b443bd49659ad8f8a425371d2a0457e70a,10828,0,0,0,0,9.200000000000005,6.059659393158658,16.575722921194803
497,weather_daily,T2997,solar,2997,40,0e66d6db64d2dcaa9aeef57edbb63482b7c3b6e645e064582f7e97faf3c3552e,10828,0,0,0,0,11.2,6.679052149382254,16.5363287694315
498,weather_daily,T2999,solar,2999,103,23a03ef25a2dfdbcd0b821f33b3b56ffe4a978988a802b9a8e6f3054c2335926,10828,0,0,0,0,11.8,6.9545220044398555,16.860428620619388
499,weather_daily,T3005,solar,3005,46,101f40cfc25f8f3a0f02d610898796468c323093914523fa28238efbc1e456d8,10828,0,0,0,0,9.724999999999998,5.9980437491203595,13.768757589103092
500,weather_daily,T3006,solar,3006,119,275da74c6a3519072be5335a9e083dc2e32d596ab5ab80f7feb6725fb2d0b672,4619,0,0,0,0,10.0,5.8615962643324915,10.32570787558854
